parametre_id,nom,valeur,unite,page_pdf,fiabilite,pertinence_modele,commentaire,biais_ref,_source_key,_source_sheet,voie_id_dataset,nom_afcc,code_gr,pct_repondants,n_estime,passe_sjpp,passe_somport,longueur_km,pertinence_projet,notes,mois_num,mois,pct_repondants_actifs,signal_modele,dimension,categorie,valeur_pct,base_n_estime,notes_modele,theme,critere,note_sur_4,norme,comparaison_lot_focus,obs_id,source,producteur,annee_enquete,annee_publication,perimetre,type_donnee,page,Durée,Voie du Puy,Via Turonensis (Tours),Via Lemovicensis (Vézelay),Lot (dpt 46) — tranche estimée,Implication modèle à compartiments,Thème,Indicateur,Lot,Total / Voie Puy,Écart,Lecture analytique,Signal,Donnée source,Implication pour le modèle,Priorité,point_id_projet,lieu,departement,voie_id,valeur_2016,type_source_carte,lien_dataset_principal,comparaison_afcc_2021,valeur_2018,valeur_2017,n_estime_2018,indicateur,comparaison_sources,implication_modele
,,,% répondants/dpt,,ELEVEE,,Légende carte durée×voie : 0%,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_voie_legende,tranche_0pct,,,,,,,,,LT_046,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,% répondants/dpt,,ELEVEE,,Légende carte durée×voie : 1-15%,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_voie_legende,tranche_1_15pct,,,,,,,,,LT_047,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,% répondants/dpt,,ELEVEE,,Légende carte durée×voie : 15-30%,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_voie_legende,tranche_15_30pct,,,,,,,,,LT_048,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,% répondants/dpt,,ELEVEE,,Légende carte durée×voie : 30-45%,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_voie_legende,tranche_30_45pct,,,,,,,,,LT_049,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,% répondants/dpt,,ELEVEE,,Légende carte durée×voie : 45-60%,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_voie_legende,tranche_45_60pct,,,,,,,,,LT_050,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,% répondants/dpt,,ELEVEE,,Légende carte durée×voie : 60-75%,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_voie_legende,tranche_60_75pct,,,,,,,,,LT_051,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,% répondants/dpt,,ELEVEE,,Légende carte durée×voie : 75-100%,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_voie_legende,tranche_75_100pct,,,,,,,,,LT_052,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MOYENNE,,"1-14 jours : Voie du Puy seule dominante; début de voie (Haute-Loire, Aveyron) coloré; Lot peu traversé",,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_1_14j,voie_dominante,,,,,,,,,LT_053,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FAIBLE,,1-14 jours : Lot (dpt 46) lecture visuelle = tranche 1-15% — séjour trop court pour atteindre le Lot depuis Le Puy,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_1_14j,lot_traversal_estimate,,,,,,,,,LT_054,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MOYENNE,,15j-1 mois : Voie du Puy + début Via Lemovicensis (Vézelay) colorée; voies secondaires émergent,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_15j_1m,voie_dominante,,,,,,,,,LT_055,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FAIBLE,,15j-1 mois : Lot = tranche 30-45% — le Lot commence à être atteint par les cheminants moyens-longs,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_15j_1m,lot_traversal_estimate,,,,,,,,,LT_056,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MOYENNE,,1-3 mois : Toutes voies françaises représentées; voies secondaires montent fortement,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_1_3m,voie_dominante,,,,,,,,,LT_057,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FAIBLE,,1-3 mois : Lot = tranche 60-75% — destination centrale des cheminants longue durée,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_1_3m,lot_traversal_estimate,,,,,,,,,LT_058,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MOYENNE,,Supérieur à 3 mois : réseau complet activé; voies secondaires à quasi-parité avec voie du Puy,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_sup_3m,voie_dominante,,,,,,,,,LT_059,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FAIBLE,,Supérieur à 3 mois : Lot = tranche 75-100% — quasiment tous les ultra-longue-durée traversent le Lot,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_sup_3m,lot_traversal_estimate,,,,,,,,,LT_060,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Constante sur les 4 cartes : Puy-en-Velay reste ville de départ principale quelle que soit la durée du séjour,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_constante,Puy_en_Velay_depart_stable,,,,,,,,,LT_061,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,"À mesure que la durée augmente, les voies secondaires (Via Turonensis/Tours, Via Lemovicensis/Vézelay) gagnent en parts",,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_duree_secondaires,voies_secondaires_longue_duree,,,,,,,,,LT_062,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Le Lot est structurellement une destination de cheminants 15j-3 mois. Les séjours <15j ne l'atteignent quasiment pas. Signal fort pour le modèle à compartiments : le Lot capte les flux stockés en saison N ou N+1 depuis Le Puy/Conques,,lot_comportemental,01_data,,,,,,,,,,,,,,,implication_modelisation,lot_destination_moyen_long_coureur,,,,,,,,,LT_063,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,98.0,pourcentage,,CALCULEE,,~98% à pied — calculé par complément de 2% VTT/vélo,,lot_comportemental,01_data,,,,,,,,,,,,,,,mode_deplacement,pied,,,,,,,,,LT_064,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,pourcentage,,ELEVEE,,2% VTT et vélo de randonnée,,lot_comportemental,01_data,,,,,,,,,,,,,,,mode_deplacement,vtt_velo_randonnee,,,,,,,,,LT_065,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,72.0,pourcentage,,ELEVEE,,Aucun service payant — totale autonomie,,lot_comportemental,01_data,,,,,,,,,,,,,,,services_payants,autonomie_totale,,,,,,,,,LT_066,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17.0,pourcentage,,ELEVEE,,Portage de bagages — global,,lot_comportemental,01_data,,,,,,,,,,,,,,,services_payants,portage_bagages,,,,,,,,,LT_067,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17.0,pourcentage,,ELEVEE,,Portage de bagages — cité spécifiquement pour voie du Puy (affluence plus forte),,lot_comportemental,01_data,,,,,,,,,,,,,,,services_payants,portage_bagages,,,,,,,,,LT_068,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,voie_puy,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.0,pourcentage,,ELEVEE,,Navettes dédiées (pré ou post étape) — global,,lot_comportemental,01_data,,,,,,,,,,,,,,,services_payants,navettes_dediees,,,,,,,,,LT_069,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.0,pourcentage,,ELEVEE,,Navettes dédiées — cité spécifiquement pour voie du Puy,,lot_comportemental,01_data,,,,,,,,,,,,,,,services_payants,navettes_dediees,,,,,,,,,LT_070,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,voie_puy,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,pourcentage,,ELEVEE,,"Transports publics (bus, train...)",,lot_comportemental,01_data,,,,,,,,,,,,,,,services_payants,transports_publics,,,,,,,,,LT_071,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,pourcentage,,ELEVEE,,Taxis,,lot_comportemental,01_data,,,,,,,,,,,,,,,services_payants,taxi,,,,,,,,,LT_072,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,pourcentage,,ELEVEE,,Covoiturage,,lot_comportemental,01_data,,,,,,,,,,,,,,,services_payants,covoiturage,,,,,,,,,LT_073,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Services payants davantage développés sur voie du Puy en raison de la plus forte affluence,,lot_comportemental,01_data,,,,,,,,,,,,,,,services_payants,davantage_developpés,,,,,,,,,LT_074,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,voie_puy,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35.0,pourcentage,,ELEVEE,,Brochures et guides — 1er support utilisé,,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,brochures_guides,,,,,,,,,LT_075,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31.0,pourcentage,,ELEVEE,,Topoguides — 2e support,,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,topoguides,,,,,,,,,LT_076,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28.0,pourcentage,,ELEVEE,,Carte sur smartphone (Google Maps etc.) — 3e support,,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,carte_smartphone_google,,,,,,,,,LT_077,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20.0,pourcentage,,ELEVEE,,"Carte papier (Michelin, IGN...)",,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,carte_papier_IGN,,,,,,,,,LT_078,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19.0,pourcentage,,ELEVEE,,Application mobile dédiée randonnée/pèlerinage,,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,app_mobile_dediee,,,,,,,,,LT_079,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.0,pourcentage,,ELEVEE,,Aucun support complémentaire (balisage seul suffit),,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,aucun,,,,,,,,,LT_080,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.0,pourcentage,,ELEVEE,,"GPS autonome (Garmin, Arva...)",,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,gps_autonome_garmin,,,,,,,,,LT_081,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.4,pourcentage,,ELEVEE,,Tracker ou balise de détresse,,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,tracker_balise_detresse,,,,,,,,,LT_082,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Papier > numérique expliqué par facteur générationnel (âge moyen 56 ans). Mais usage numérique croissant,,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,facteur_generationnel,,,,,,,,,LT_083,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Le numérique n'a pas supplanté le papier — brochures + topoguides = 66% des usages combinés,,lot_comportemental,01_data,,,,,,,,,,,,,,,support_guidage,papier_encore_majoritaire,,,,,,,,,LT_084,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,La plupart des cheminants qui traversent le Lot le font sur 15j à 3 mois de cheminement total,,lot_comportemental,01_data,,,,,,,,,,,,,,,duree_sejour,15j_a_3mois_predominant,,,,,,,,,LT_085,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,86.0,pourcentage,,ELEVEE,,Lot — % cheminants utilisant gite_etape (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,gite_etape,,,,,,,,,LT_086,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,81.0,pourcentage,,ELEVEE,,Total — % cheminants utilisant gite_etape (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,gite_etape,,,,,,,,,LT_087,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30.0,pourcentage,,ELEVEE,,Lot — % cheminants utilisant chambre_hotes (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,chambre_hotes,,,,,,,,,LT_088,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30.0,pourcentage,,ELEVEE,,Total — % cheminants utilisant chambre_hotes (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,chambre_hotes,,,,,,,,,LT_089,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20.0,pourcentage,,ELEVEE,,Lot — % cheminants utilisant presbytere (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,presbytere,,,,,,,,,LT_090,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19.0,pourcentage,,ELEVEE,,Total — % cheminants utilisant presbytere (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,presbytere,,,,,,,,,LT_091,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13.0,pourcentage,,ELEVEE,,Lot — % cheminants utilisant camping (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,camping,,,,,,,,,LT_092,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12.0,pourcentage,,ELEVEE,,Total — % cheminants utilisant camping (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,camping,,,,,,,,,LT_093,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11.0,pourcentage,,ELEVEE,,Lot — % cheminants utilisant hotel (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,hotel,,,,,,,,,LT_094,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12.0,pourcentage,,ELEVEE,,Total — % cheminants utilisant hotel (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,hotel,,,,,,,,,LT_095,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11.0,pourcentage,,ELEVEE,,Lot — % cheminants utilisant bivouac (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,bivouac,,,,,,,,,LT_096,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.0,pourcentage,,ELEVEE,,Total — % cheminants utilisant bivouac (réponses multiples),,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,bivouac,,,,,,,,,LT_097,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Prédominance gîtes Lot (86%) expliquée par maillage particulièrement développé sur voie du Puy,,lot_comportemental,01_data,,,,,,,,,,,,,,,type_hebergement,gite_etape_explication,,,,,,,,,LT_098,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35.0,pourcentage,,ELEVEE,,Voie du Puy : réservation veille ou jour même — offre jugée suffisamment abondante,,lot_comportemental,01_data,,,,,,,,,,,,,,,reservation_hebergement,veille_ou_jour_meme,,,,,,,,,LT_099,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,voie_puy,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32.0,pourcentage,,ELEVEE,,Total : réservation veille ou jour même,,lot_comportemental,01_data,,,,,,,,,,,,,,,reservation_hebergement,veille_ou_jour_meme,,,,,,,,,LT_100,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35.0,pourcentage,,ELEVEE,,Voie du Puy : anticipation totale de tous les hébergements en amont,,lot_comportemental,01_data,,,,,,,,,,,,,,,reservation_hebergement,anticipe_tout_amont,,,,,,,,,LT_101,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,voie_puy,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38.0,pourcentage,,ELEVEE,,Total : anticipation totale — légèrement plus élevé que voie du Puy,,lot_comportemental,01_data,,,,,,,,,,,,,,,reservation_hebergement,anticipe_tout_amont,,,,,,,,,LT_102,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28.0,pourcentage,,ELEVEE,,28% sans réservation ou réservation partielle seulement — non négligeable,,lot_comportemental,01_data,,,,,,,,,,,,,,,reservation_hebergement,sans_ou_partielle,,,,,,,,,LT_103,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46.0,pourcentage,,ELEVEE,,Lot : 46% jugent le NOMBRE D'ÉTABLISSEMENTS suffisant (offre structurelle),,lot_comportemental,01_data,,,,,,,,,,,,,,,satisfaction_hebergement,bon_maillage_structures,,,,,,,,,LT_104,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,59.0,pourcentage,,ELEVEE,,Total : 59% jugent le nombre d'établissements suffisant — écart Lot = -13 pts,,lot_comportemental,01_data,,,,,,,,,,,,,,,satisfaction_hebergement,bon_maillage_structures,,,,,,,,,LT_105,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65.0,pourcentage,,ELEVEE,,Lot : 65% déplorent MANQUE DE PLACES dans les hébergements (capacité unitaire insuffisante),,lot_comportemental,01_data,,,,,,,,,,,,,,,satisfaction_hebergement,deplore_manque_places,,,,,,,,,LT_106,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,47.0,pourcentage,,ELEVEE,,"Total : 47% déplorent manque de places — écart Lot = +18 pts, tension très marquée dans le Lot",,lot_comportemental,01_data,,,,,,,,,,,,,,,satisfaction_hebergement,deplore_manque_places,,,,,,,,,LT_107,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,PARADOXE : bon maillage reconnu (46%) mais manque de places massif (65%) — structures présentes mais sous-dimensionnées en capacité,,lot_comportemental,01_data,,,,,,,,,,,,,,,satisfaction_hebergement,paradoxe_maillage_capacite,,,,,,,,,LT_108,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,43.0,pourcentage,,ELEVEE,,43% ont effectivement rencontré des difficultés à se loger durant le séjour dans le Lot,,lot_comportemental,01_data,,,,,,,,,,,,,,,satisfaction_hebergement,a_rencontre_difficultes,,,,,,,,,LT_109,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,57.0,pourcentage,,ELEVEE,,Lot : n'a jamais eu de difficultés à se loger,,lot_comportemental,01_data,,,,,,,,,,,,,,,difficulte_logement,jamais,,,,,,,,,LT_110,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,62.0,pourcentage,,ELEVEE,,Total : n'a jamais eu de difficultés,,lot_comportemental,01_data,,,,,,,,,,,,,,,difficulte_logement,jamais,,,,,,,,,LT_111,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40.0,pourcentage,,ELEVEE,,Lot : a parfois eu des difficultés,,lot_comportemental,01_data,,,,,,,,,,,,,,,difficulte_logement,parfois,,,,,,,,,LT_112,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36.0,pourcentage,,ELEVEE,,Total : a parfois eu des difficultés,,lot_comportemental,01_data,,,,,,,,,,,,,,,difficulte_logement,parfois,,,,,,,,,LT_113,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,pourcentage,,ELEVEE,,Lot : a souvent eu des difficultés,,lot_comportemental,01_data,,,,,,,,,,,,,,,difficulte_logement,souvent,,,,,,,,,LT_114,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,pourcentage,,ELEVEE,,Total : a souvent eu des difficultés,,lot_comportemental,01_data,,,,,,,,,,,,,,,difficulte_logement,souvent,,,,,,,,,LT_115,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
